"Assemblage","Diversity","Observed","Estimator","s.e.","LCL","UCL","completeness","year","period","site","specimen","color_p","color_s","type","plate","quant_reading","is.neg","period_num","j","site_num","Periodo","Sitio","n_plants"
"GBP23050401M_ITS_P48","Simpson diversity",3.67389652746761,3.6740997832017,0.0177911751743003,3.63922972061743,3.70896984578597,0.999944678765933,23,"p05","s04","01M","#7AD151FF","#420A68FF","sample","P48",51830,FALSE,5,"5 4",4,5,4,19
"GBP23050402M_ITS_P48","Shannon diversity",9.13627712639906,9.18967603078836,0.222198879401677,8.75417422975592,9.62517783182081,0.994189250610097,23,"p05","s04","02M","#7AD151FF","#420A68FF","sample","P48",1476,FALSE,5,"5 4",4,5,4,19
"GBP23050402M_ITS_P48","Simpson diversity",6.72449811097118,6.7506976744186,0.204985441407968,6.34893359190394,7.15246175693326,0.996118984331546,23,"p05","s04","02M","#7AD151FF","#420A68FF","sample","P48",1476,FALSE,5,"5 4",4,5,4,19
"GBP23050402M_ITS_P48","Species richness",18,18,0.179352673277116,18,18.3515247801541,1,23,"p05","s04","02M","#7AD151FF","#420A68FF","sample","P48",1476,FALSE,5,"5 4",4,5,4,19
"GBP23050501M_ITS_P96","Species richness",11,11,0.140705294136289,11,11.2757773089412,1,23,"p05","s05","01M","#7AD151FF","#5D126EFF","sample","P96",529,FALSE,5,"5 5",5,5,5,15
"GBP23050501M_ITS_P96","Shannon diversity",4.78927406636947,4.83544873596676,0.233478196020487,4.37783988059122,5.2930575913423,0.990450799477237,23,"p05","s05","01M","#7AD151FF","#5D126EFF","sample","P96",529,FALSE,5,"5 5",5,5,5,15
"GBP23050501M_ITS_P96","Simpson diversity",2.93799409967559,2.94881756756757,0.170449420011389,2.6147428431595,3.28289229197563,0.996329556629402,23,"p05","s05","01M","#7AD151FF","#5D126EFF","sample","P96",529,FALSE,5,"5 5",5,5,5,15
"GBP23050502M_ITS_P48","Species richness",5,5,0.218943146260768,5,5.42912068133299,1,23,"p05","s05","02M","#7AD151FF","#5D126EFF","sample","P48",1930,FALSE,5,"5 5",5,5,5,15
"GBP23050502M_ITS_P48","Shannon diversity",2.15852514616284,2.16081275169344,0.0277022880994398,2.10651726472918,2.21510823865769,0.998941321718501,23,"p05","s05","02M","#7AD151FF","#5D126EFF","sample","P48",1930,FALSE,5,"5 5",5,5,5,15
"GBP23050502M_ITS_P48","Simpson diversity",1.99944819116204,2.00048467679795,0.0201496047934127,1.96099217710015,2.03997717649576,0.999481882741751,23,"p05","s05","02M","#7AD151FF","#5D126EFF","sample","P48",1930,FALSE,5,"5 5",5,5,5,15
"GBP23050701M_ITS_P48","Shannon diversity",5.49798239446948,5.5042342076642,0.0639497274446165,5.3788950450516,5.6295733702768,0.998864181108788,23,"p05","s07","01M","#7AD151FF","#932667FF","sample","P48",15326,FALSE,5,"5 7",7,5,7,10
"GBP23050701M_ITS_P48","Simpson diversity",2.76343266510002,2.76375366183886,0.0288337273091209,2.70724059477293,2.82026672890478,0.999883854793839,23,"p05","s07","01M","#7AD151FF","#932667FF","sample","P48",15326,FALSE,5,"5 7",7,5,7,10
"GBP23050701M_ITS_P48","Species richness",35,35,1.34798469970615,35,37.6420014631351,1,23,"p05","s07","01M","#7AD151FF","#932667FF","sample","P48",15326,FALSE,5,"5 7",7,5,7,10
"GBP23050702M_ITS_P96","Species richness",81,81,0.76930997789541,81,82.5078198496223,1,23,"p05","s07","02M","#7AD151FF","#932667FF","sample","P96",66996,FALSE,5,"5 7",7,5,7,10
"GBP23050702M_ITS_P96","Simpson diversity",3.06429848957404,3.06439456832676,0.0177833523880877,3.02953983812173,3.0992492985318,0.999968646742256,23,"p05","s07","02M","#7AD151FF","#932667FF","sample","P96",66996,FALSE,5,"5 7",7,5,7,10
"GBP23050702M_ITS_P96","Shannon diversity",6.70123105548846,6.70534257093428,0.0436582143977544,6.61977404308535,6.79091109878321,0.999386829919229,23,"p05","s07","02M","#7AD151FF","#932667FF","sample","P96",66996,FALSE,5,"5 7",7,5,7,10
"GBP23051501M_ITS_P96","Species richness",10,10,0,10,10,1,23,"p05","s15","01M","#7AD151FF","#F2E661FF","sample","P96",937,FALSE,5,"5 15",15,5,15,28
"GBP23051501M_ITS_P96","Shannon diversity",4.88688216389316,4.91060917664122,0.163181206513001,4.59077988892195,5.2304384643605,0.995168213984342,23,"p05","s15","01M","#7AD151FF","#F2E661FF","sample","P96",937,FALSE,5,"5 15",15,5,15,28
"GBP23051501M_ITS_P96","Simpson diversity",3.57570956719354,3.58557645134914,0.129653360341161,3.33146053460587,3.83969236809241,0.997248173539322,23,"p05","s15","01M","#7AD151FF","#F2E661FF","sample","P96",937,FALSE,5,"5 15",15,5,15,28
"GBP23051601M_ITS_P96","Simpson diversity",7.91452595023093,7.93177263189587,0.208855840417447,7.52242270671683,8.34112255707491,0.997825620770371,23,"p05","s16","01M","#7AD151FF","#FCFFA4FF","sample","P96",3181,FALSE,5,"5 16",16,5,16,18
"GBP23051601M_ITS_P96","Species richness",37,37,1.52741181360902,37,39.9936721442347,1,23,"p05","s16","01M","#7AD151FF","#FCFFA4FF","sample","P96",3181,FALSE,5,"5 16",16,5,16,18
"GBP23051601M_ITS_P96","Shannon diversity",12.9384203222623,13.0132477582471,0.271405861838034,12.4813020438515,13.5451934726427,0.99424990306994,23,"p05","s16","01M","#7AD151FF","#FCFFA4FF","sample","P96",3181,FALSE,5,"5 16",16,5,16,18
"GBP23051602M_ITS_P96","Species richness",34,34,0.427391421243665,34,34.837671792939,1,23,"p05","s16","02M","#7AD151FF","#FCFFA4FF","sample","P96",6786,FALSE,5,"5 16",16,5,16,18
"GBP23051602M_ITS_P96","Shannon diversity",8.30634737895554,8.32699386916711,0.132090362775068,8.06810151542314,8.58588622291107,0.997520534957036,23,"p05","s16","02M","#7AD151FF","#FCFFA4FF","sample","P96",6786,FALSE,5,"5 16",16,5,16,18
"GBP23051602M_ITS_P96","Simpson diversity",5.40653101507596,5.41007383840228,0.0966563730601125,5.22063082832819,5.59951684847636,0.999345143258274,23,"p05","s16","02M","#7AD151FF","#FCFFA4FF","sample","P96",6786,FALSE,5,"5 16",16,5,16,18
"GBP23051603M_ITS_P96","Shannon diversity",4.28943968999832,4.35156900014547,0.309705795880695,3.74455679441599,4.95858120587495,0.985722549695278,23,"p05","s16","03M","#7AD151FF","#FCFFA4FF","sample","P96",324,FALSE,5,"5 16",16,5,16,18
"GBP23051603M_ITS_P96","Species richness",10,10,0.63876460288473,10,11.2519556162531,1,23,"p05","s16","03M","#7AD151FF","#FCFFA4FF","sample","P96",324,FALSE,5,"5 16",16,5,16,18
"GBP23051603M_ITS_P96","Simpson diversity",2.64304714615053,2.65660280970626,0.221591379550818,2.22229168650211,3.09091393291041,0.994897369111334,23,"p05","s16","03M","#7AD151FF","#FCFFA4FF","sample","P96",324,FALSE,5,"5 16",16,5,16,18
"GBP23060101M_ITS_P96","Simpson diversity",4.94894769743697,4.96962714704649,0.161999355672661,4.65211424440938,5.2871400496836,0.995838832774041,23,"p06","s01","01M","#FDE725FF","#000004FF","sample","P96",955,FALSE,6,"6 1",1,6,1,37
"GBP23060101M_ITS_P96","Species richness",12,12,0.394277244403663,12,12.7727691989549,1,23,"p06","s01","01M","#FDE725FF","#000004FF","sample","P96",955,FALSE,6,"6 1",1,6,1,37
"GBP23060101M_ITS_P96","Shannon diversity",6.64057094969956,6.67963653498366,0.175817597119708,6.33504037678066,7.02423269318666,0.994151540270267,23,"p06","s01","01M","#FDE725FF","#000004FF","sample","P96",955,FALSE,6,"6 1",1,6,1,37
"GBP23060102M_ITS_P96","Simpson diversity",11.7097805493039,11.7169597968656,0.13203294978287,11.4581799705186,11.9757396232126,0.999387277272763,23,"p06","s01","02M","#FDE725FF","#000004FF","sample","P96",17865,FALSE,6,"6 1",1,6,1,37
"GBP23060102M_ITS_P96","Species richness",68,68,0.97890992172306,68,69.9186281906861,1,23,"p06","s01","02M","#FDE725FF","#000004FF","sample","P96",17865,FALSE,6,"6 1",1,6,1,37
"GBP23060102M_ITS_P96","Shannon diversity",20.0168155029553,20.0555866045874,0.211673257382975,19.6407146436265,20.4704585655484,0.998066817869927,23,"p06","s01","02M","#FDE725FF","#000004FF","sample","P96",17865,FALSE,6,"6 1",1,6,1,37
"GBP23060103M_ITS_P48","Shannon diversity",7.59384987908072,7.66890236660252,0.262317266742233,7.15476997126476,8.18303476194028,0.990213399006271,23,"p06","s01","03M","#FDE725FF","#000004FF","sample","P48",568,FALSE,6,"6 1",1,6,1,37
"GBP23060103M_ITS_P48","Simpson diversity",5.8603502143428,5.91101974891713,0.280965286030335,5.36033790739167,6.46170159044258,0.991427953766589,23,"p06","s01","03M","#FDE725FF","#000004FF","sample","P48",568,FALSE,6,"6 1",1,6,1,37
"GBP23060103M_ITS_P48","Species richness",12,12,0.391091925839364,12,12.7665260892896,1,23,"p06","s01","03M","#FDE725FF","#000004FF","sample","P48",568,FALSE,6,"6 1",1,6,1,37
"GBP23060104M_ITS_P48","Shannon diversity",23.0896606010376,23.1131883733835,0.147396072215441,22.8242973803786,23.4020793663884,0.998982062882635,23,"p06","s01","04M","#FDE725FF","#000004FF","sample","P48",37293,FALSE,6,"6 1",1,6,1,37
"GBP23060104M_ITS_P48","Simpson diversity",15.3321844845142,15.3381112225285,0.108655097613528,15.1251511444693,15.5510713005877,0.999613594012436,23,"p06","s01","04M","#FDE725FF","#000004FF","sample","P48",37293,FALSE,6,"6 1",1,6,1,37
"GBP23060104M_ITS_P48","Species richness",76,76,0.627609829337286,76,77.2300926618444,1,23,"p06","s01","04M","#FDE725FF","#000004FF","sample","P48",37293,FALSE,6,"6 1",1,6,1,37
"GBP23060105M_ITS_P48","Species richness",38,38,0.345637996543029,38,38.6774380249129,1,23,"p06","s01","05M","#FDE725FF","#000004FF","sample","P48",12319,FALSE,6,"6 1",1,6,1,37
"GBP23060105M_ITS_P48","Shannon diversity",6.9856558205326,6.99625636504911,0.0956806712650123,6.80872569535307,7.18378703474515,0.998484826175115,23,"p06","s01","05M","#FDE725FF","#000004FF","sample","P48",12319,FALSE,6,"6 1",1,6,1,37
"GBP23060105M_ITS_P48","Simpson diversity",3.45360977253576,3.45429945460094,0.0423323545351178,3.37132956433133,3.53726934487055,0.999800340973837,23,"p06","s01","05M","#FDE725FF","#000004FF","sample","P48",12319,FALSE,6,"6 1",1,6,1,37
"GBP23060201M_ITS_P48","Species richness",71,71,0.268222393346103,71,71.5257062308055,1,23,"p06","s02","01M","#FDE725FF","#0C0826FF","sample","P48",53843,FALSE,6,"6 2",2,6,2,19
"GBP23060201M_ITS_P48","Shannon diversity",10.9627641476485,10.970106903799,0.0760725045565682,10.8210075346544,11.1192062729437,0.999330657739713,23,"p06","s02","01M","#FDE725FF","#0C0826FF","sample","P48",53843,FALSE,6,"6 2",2,6,2,19
"GBP23060201M_ITS_P48","Simpson diversity",4.57166074859831,4.57197135538572,0.033488859206872,4.50633439745692,4.63760831331452,0.999932062831706,23,"p06","s02","01M","#FDE725FF","#0C0826FF","sample","P48",53843,FALSE,6,"6 2",2,6,2,19
"GBP23060202M_ITS_P48","Species richness",12,12,0,12,12,1,23,"p06","s02","02M","#FDE725FF","#0C0826FF","sample","P48",826,FALSE,6,"6 2",2,6,2,19
"GBP23060202M_ITS_P48","Shannon diversity",6.75449798093849,6.801160096525,0.253368607879164,6.30456675026879,7.29775344278121,0.993139094665577,23,"p06","s02","02M","#FDE725FF","#0C0826FF","sample","P48",826,FALSE,6,"6 2",2,6,2,19
"GBP23060202M_ITS_P48","Simpson diversity",4.67547131694576,4.69694330749804,0.227986678595201,4.25009762849654,5.14378898649955,0.995428518262504,23,"p06","s02","02M","#FDE725FF","#0C0826FF","sample","P48",826,FALSE,6,"6 2",2,6,2,19
"GBP23060203M_ITS_P96","Species richness",111,111,0.112253897747432,111,111.220013596709,1,23,"p06","s02","03M","#FDE725FF","#0C0826FF","sample","P96",71235,FALSE,6,"6 2",2,6,2,19
"GBP23060203M_ITS_P96","Simpson diversity",4.99125107861933,4.99153440224043,0.0284855100908692,4.93570382838107,5.04736497609978,0.999943239172914,23,"p06","s02","03M","#FDE725FF","#0C0826FF","sample","P96",71235,FALSE,6,"6 2",2,6,2,19
"GBP23060203M_ITS_P96","Shannon diversity",10.4171787687527,10.4253647624663,0.075239079976081,10.2778988754833,10.5728306494493,0.999214800258781,23,"p06","s02","03M","#FDE725FF","#0C0826FF","sample","P96",71235,FALSE,6,"6 2",2,6,2,19
"GBP23060204M_ITS_P48","Species richness",24,24,0.123087512196319,24,24.2412470908514,1,23,"p06","s02","04M","#FDE725FF","#0C0826FF","sample","P48",10384,FALSE,6,"6 2",2,6,2,19
"GBP23060204M_ITS_P48","Shannon diversity",9.34490743851757,9.35542080373535,0.0706198309175859,9.21700847854257,9.49383312892813,0.998876227436655,23,"p06","s02","04M","#FDE725FF","#0C0826FF","sample","P48",10384,FALSE,6,"6 2",2,6,2,19
"GBP23060204M_ITS_P48","Simpson diversity",7.09404358976377,7.0982388159062,0.063827610289035,6.97313899852043,7.22333863329197,0.999408976472724,23,"p06","s02","04M","#FDE725FF","#0C0826FF","sample","P48",10384,FALSE,6,"6 2",2,6,2,19
"GBP23060205M_ITS_P48","Shannon diversity",15.5593902234571,15.5787037760713,0.148027197750131,15.2885757997487,15.868831752394,0.998760259332751,23,"p06","s02","05M","#FDE725FF","#0C0826FF","sample","P48",23607,FALSE,6,"6 2",2,6,2,19
"GBP23060205M_ITS_P48","Simpson diversity",7.31007067347479,7.3120696196696,0.0841251176861231,7.14718741880961,7.4769518205296,0.999726623746931,23,"p06","s02","05M","#FDE725FF","#0C0826FF","sample","P48",23607,FALSE,6,"6 2",2,6,2,19
"GBP23060205M_ITS_P48","Species richness",58,58,0.397360582687876,58,58.7788124309441,1,23,"p06","s02","05M","#FDE725FF","#0C0826FF","sample","P48",23607,FALSE,6,"6 2",2,6,2,19
"GBP23060301M_ITS_P48","Species richness",198,198,0.389726863042918,198,198.763850615372,1,23,"p06","s03","01M","#FDE725FF","#240C4FFF","sample","P48",191964,FALSE,6,"6 3",3,6,3,25
"GBP23060301M_ITS_P48","Shannon diversity",28.2549769625156,28.269845010176,0.130685467561237,28.0137062004532,28.5259838198988,0.999474066884517,23,"p06","s03","01M","#FDE725FF","#240C4FFF","sample","P48",191964,FALSE,6,"6 3",3,6,3,25
"GBP23060301M_ITS_P48","Simpson diversity",10.4886163905892,10.4891465224602,0.0520417403148993,10.3871465857502,10.5911464591702,0.999949459007945,23,"p06","s03","01M","#FDE725FF","#240C4FFF","sample","P48",191964,FALSE,6,"6 3",3,6,3,25
"GBP23060302M_ITS_P48","Simpson diversity",8.39339801004085,8.39406801647279,0.0405007936783899,8.31468791951785,8.47344811342772,0.999920180962244,23,"p06","s03","02M","#FDE725FF","#240C4FFF","sample","P48",93785,FALSE,6,"6 3",3,6,3,25
"GBP23060302M_ITS_P48","Species richness",152,152,0.664286293856938,152,153.301977211383,1,23,"p06","s03","02M","#FDE725FF","#240C4FFF","sample","P48",93785,FALSE,6,"6 3",3,6,3,25
"GBP23060302M_ITS_P48","Shannon diversity",18.9632796604697,18.9788070013796,0.110679260079515,18.7618796377882,19.195734364971,0.999181858959374,23,"p06","s03","02M","#FDE725FF","#240C4FFF","sample","P48",93785,FALSE,6,"6 3",3,6,3,25
"GBP23060303M_ITS_P96","Species richness",21,21,0.311714473124647,21,21.6109491407842,1,23,"p06","s03","03M","#FDE725FF","#240C4FFF","sample","P96",2554,FALSE,6,"6 3",3,6,3,25
"GBP23060303M_ITS_P96","Shannon diversity",7.20079173264372,7.23008575927752,0.168330652553522,6.90016374277849,7.56000777577655,0.995948315468289,23,"p06","s03","03M","#FDE725FF","#240C4FFF","sample","P96",2554,FALSE,6,"6 3",3,6,3,25
"GBP23060303M_ITS_P96","Simpson diversity",5.12160299177017,5.1300674037635,0.108871392656656,4.91668339520973,5.34345141231726,0.99835003883436,23,"p06","s03","03M","#FDE725FF","#240C4FFF","sample","P96",2554,FALSE,6,"6 3",3,6,3,25
"GBP23060304M_ITS_P96","Species richness",26,26,0.100000000000001,26,26.195996398454,1,23,"p06","s03","04M","#FDE725FF","#240C4FFF","sample","P96",1486,FALSE,6,"6 3",3,6,3,25
"GBP23060304M_ITS_P96","Shannon diversity",15.0745483399041,15.2029050616987,0.41303814353543,14.393365176128,16.0124449472694,0.991557092458735,23,"p06","s03","04M","#FDE725FF","#240C4FFF","sample","P96",1486,FALSE,6,"6 3",3,6,3,25
"GBP23060304M_ITS_P96","Simpson diversity",9.91289279942539,9.97274871878301,0.449201977200135,9.09232902168656,10.8531684158795,0.993998051986923,23,"p06","s03","04M","#FDE725FF","#240C4FFF","sample","P96",1486,FALSE,6,"6 3",3,6,3,25
"GBP23060305M_ITS_P48","Species richness",91,91,0.308914543722987,91,91.6054613799977,1,23,"p06","s03","05M","#FDE725FF","#240C4FFF","sample","P48",35867,FALSE,6,"6 3",3,6,3,25
"GBP23060305M_ITS_P48","Shannon diversity",13.2678807333584,13.2852059669239,0.120025271314916,13.049960757912,13.5204511759357,0.998695900266165,23,"p06","s03","05M","#FDE725FF","#240C4FFF","sample","P48",35867,FALSE,6,"6 3",3,6,3,25
"GBP23060305M_ITS_P48","Simpson diversity",6.55212882583557,6.5531761812107,0.0651474847773415,6.42548945736373,6.68086290505766,0.999840175916813,23,"p06","s03","05M","#FDE725FF","#240C4FFF","sample","P48",35867,FALSE,6,"6 3",3,6,3,25
"GBP23060401M_ITS_P96","Simpson diversity",2.45924124513619,2.4649056419521,0.124368659831996,2.22114754787587,2.70866373602832,0.997701982291125,23,"p06","s04","01M","#FDE725FF","#420A68FF","sample","P96",636,FALSE,6,"6 4",4,6,4,19
"GBP23060401M_ITS_P96","Species richness",7,7,0.272659924344291,7,7.53440363174223,1,23,"p06","s04","01M","#FDE725FF","#420A68FF","sample","P96",636,FALSE,6,"6 4",4,6,4,19
"GBP23060401M_ITS_P96","Shannon diversity",3.4519191903279,3.4685432031138,0.134199847207896,3.20551633585555,3.73157007037206,0.995207206076896,23,"p06","s04","01M","#FDE725FF","#420A68FF","sample","P96",636,FALSE,6,"6 4",4,6,4,19
"GBP23060402M_ITS_P96","Shannon diversity",15.3707923984014,15.4393297564818,0.329719424282967,14.7930915598839,16.0855679530797,0.995560859236679,23,"p06","s04","02M","#FDE725FF","#420A68FF","sample","P96",4491,FALSE,6,"6 4",4,6,4,19
"GBP23060402M_ITS_P96","Simpson diversity",7.73809412819364,7.749946117851,0.212050299274473,7.33433516836209,8.1655570673399,0.998470700379444,23,"p06","s04","02M","#FDE725FF","#420A68FF","sample","P96",4491,FALSE,6,"6 4",4,6,4,19
"GBP23060402M_ITS_P96","Species richness",40,40,0,40,40,1,23,"p06","s04","02M","#FDE725FF","#420A68FF","sample","P96",4491,FALSE,6,"6 4",4,6,4,19
"GBP23060403M_ITS_P48","Species richness",36,36,0.380489473082777,36,36.7457456637389,1,23,"p06","s04","03M","#FDE725FF","#420A68FF","sample","P48",5110,FALSE,6,"6 4",4,6,4,19
"GBP23060403M_ITS_P48","Shannon diversity",10.1507662045645,10.1860233119847,0.204083941219929,9.78602613737061,10.5860204865987,0.996538677917741,23,"p06","s04","03M","#FDE725FF","#420A68FF","sample","P48",5110,FALSE,6,"6 4",4,6,4,19
"GBP23060403M_ITS_P48","Simpson diversity",5.40935552454973,5.41404006683366,0.108845560459399,5.20070668845616,5.62737344521115,0.999134741851538,23,"p06","s04","03M","#FDE725FF","#420A68FF","sample","P48",5110,FALSE,6,"6 4",4,6,4,19
"GBP23060404M_ITS_P96","Shannon diversity",6.7540757787598,6.76065865030273,0.0710901977790772,6.62132442300191,6.89999287760355,0.999026297305716,23,"p06","s04","04M","#FDE725FF","#420A68FF","sample","P96",27959,FALSE,6,"6 4",4,6,4,19
"GBP23060404M_ITS_P96","Simpson diversity",3.29484505458436,3.29511582409964,0.0279507028629237,3.24033345314573,3.34989819505355,0.999917827011332,23,"p06","s04","04M","#FDE725FF","#420A68FF","sample","P96",27959,FALSE,6,"6 4",4,6,4,19
"GBP23060404M_ITS_P96","Species richness",55,55,0.574803663711085,55,56.1265944790554,1,23,"p06","s04","04M","#FDE725FF","#420A68FF","sample","P96",27959,FALSE,6,"6 4",4,6,4,19
"GBP23060501M_ITS_P48","Species richness",139,139,0.204185889840731,139,139.400196990239,1,23,"p06","s05","01M","#FDE725FF","#5D126EFF","sample","P48",134187,FALSE,6,"6 5",5,6,5,17
"GBP23060501M_ITS_P48","Shannon diversity",19.5870125555518,19.5974417212472,0.0911364714227737,19.4188175195805,19.7760659229139,0.999467830248265,23,"p06","s05","01M","#FDE725FF","#5D126EFF","sample","P48",134187,FALSE,6,"6 5",5,6,5,17
"GBP23060501M_ITS_P48","Simpson diversity",9.35208670090003,9.35268776629799,0.0389065691447144,9.27643229201233,9.42894324058364,0.999935733404881,23,"p06","s05","01M","#FDE725FF","#5D126EFF","sample","P48",134187,FALSE,6,"6 5",5,6,5,17
"GBP23060701M_ITS_P96","Species richness",34,34,1.21437938171741,34,36.3801398517341,1,23,"p06","s07","01M","#FDE725FF","#932667FF","sample","P96",19983,FALSE,6,"6 7",7,6,7,14
"GBP23060701M_ITS_P96","Shannon diversity",6.44616023958322,6.45161052057861,0.0540294342708857,6.3457147753026,6.55750626585462,0.999155206133724,23,"p06","s07","01M","#FDE725FF","#932667FF","sample","P96",19983,FALSE,6,"6 7",7,6,7,14
"GBP23060701M_ITS_P96","Simpson diversity",4.26841564570453,4.26911879298614,0.038761738399064,4.19314718174582,4.34509040422647,0.999835294514931,23,"p06","s07","01M","#FDE725FF","#932667FF","sample","P96",19983,FALSE,6,"6 7",7,6,7,14
"GBP23060801M_ITS_P96","Shannon diversity",13.2437706482611,13.3101293963534,0.227922486056235,12.8634095324163,13.7568492602904,0.995014417507428,23,"p06","s08","01M","#FDE725FF","#AE305CFF","sample","P96",2248,FALSE,6,"6 8",8,6,8,8
"GBP23060801M_ITS_P96","Simpson diversity",10.0764640919737,10.1176260235284,0.253976039161958,9.61984213383484,10.615409913222,0.995931661097282,23,"p06","s08","01M","#FDE725FF","#AE305CFF","sample","P96",2248,FALSE,6,"6 8",8,6,8,8
"GBP23060801M_ITS_P96","Species richness",23,23,0.793974067657407,23,24.5561605772673,1,23,"p06","s08","01M","#FDE725FF","#AE305CFF","sample","P96",2248,FALSE,6,"6 8",8,6,8,8
"GBP23060901M_ITS_P48","Species richness",10,10,0.284709426667009,10,10.5580202223264,1,23,"p06","s09","01M","#FDE725FF","#C73E4CFF","sample","P48",193,FALSE,6,"6 9",9,6,9,22
"GBP23060901M_ITS_P48","Simpson diversity",5.09492545479415,5.20595672941838,0.505760346005017,4.21468466644003,6.19722879239673,0.97867226325628,23,"p06","s09","01M","#FDE725FF","#C73E4CFF","sample","P48",193,FALSE,6,"6 9",9,6,9,22
"GBP23060901M_ITS_P48","Shannon diversity",6.81153521306884,6.97563297795825,0.43209510009627,6.12874214387333,7.82252381204317,0.97647557355613,23,"p06","s09","01M","#FDE725FF","#C73E4CFF","sample","P48",193,FALSE,6,"6 9",9,6,9,22
"GBP23061001M_ITS_P48","Species richness",207,207.499986580784,1.54871224888804,207,210.53540681102,0.997590425960876,23,"p06","s10","01M","#FDE725FF","#DD513AFF","sample","P48",38145,FALSE,6,"6 10",10,6,10,28
"GBP23061001M_ITS_P48","Shannon diversity",30.0377957210495,30.1220291040594,0.286183178994081,29.5611203802498,30.682937827869,0.997203595324906,23,"p06","s10","01M","#FDE725FF","#DD513AFF","sample","P48",38145,FALSE,6,"6 10",10,6,10,28
"GBP23061001M_ITS_P48","Simpson diversity",9.8419264679763,9.84426260813333,0.109750481589892,9.62915561693121,10.0593695993354,0.999762690183103,23,"p06","s10","01M","#FDE725FF","#DD513AFF","sample","P48",38145,FALSE,6,"6 10",10,6,10,28
"GBP23061002M_ITS_P96","Simpson diversity",8.2859039478493,8.2954626928094,0.180860863393873,7.94098191434459,8.64994347127421,0.998847714068031,23,"p06","s10","02M","#FDE725FF","#DD513AFF","sample","P96",6390,FALSE,6,"6 10",10,6,10,28
"GBP23061002M_ITS_P96","Species richness",59,59,0.669764218917787,59,60.3127137472125,1,23,"p06","s10","02M","#FDE725FF","#DD513AFF","sample","P96",6390,FALSE,6,"6 10",10,6,10,28
"GBP23061002M_ITS_P96","Shannon diversity",15.17627375473,15.2469456802655,0.282872916702382,14.692524951327,15.801366409204,0.995364847031168,23,"p06","s10","02M","#FDE725FF","#DD513AFF","sample","P96",6390,FALSE,6,"6 10",10,6,10,28
"GBP23061003M_ITS_P96","Species richness",6,6,0.14070529413629,6,6.27577730894124,1,23,"p06","s10","03M","#FDE725FF","#DD513AFF","sample","P96",160,FALSE,6,"6 10",10,6,10,28
"GBP23061003M_ITS_P96","Shannon diversity",4.70402112797264,4.77944031206955,0.187709343575134,4.41153675910063,5.14734386503847,0.9842200803499,23,"p06","s10","03M","#FDE725FF","#DD513AFF","sample","P96",160,FALSE,6,"6 10",10,6,10,28
"GBP23061003M_ITS_P96","Simpson diversity",4.19672131147541,4.28282828282829,0.222756617264154,3.84623333567257,4.719423229984,0.979894834519022,23,"p06","s10","03M","#FDE725FF","#DD513AFF","sample","P96",160,FALSE,6,"6 10",10,6,10,28
"GBP23061004M_ITS_P96","Species richness",64,64,1.10141470336994,64,66.1587331506479,1,23,"p06","s10","04M","#FDE725FF","#DD513AFF","sample","P96",52819,FALSE,6,"6 10",10,6,10,28
"GBP23061004M_ITS_P96","Shannon diversity",5.07586826406017,5.07922150187474,0.037500270724081,5.00572232184503,5.15272068190444,0.999339812643862,23,"p06","s10","04M","#FDE725FF","#DD513AFF","sample","P96",52819,FALSE,6,"6 10",10,6,10,28
"GBP23061004M_ITS_P96","Simpson diversity",3.08852587296761,3.08865951454517,0.0137378697624956,3.06173378458638,3.11558524450396,0.999956731528051,23,"p06","s10","04M","#FDE725FF","#DD513AFF","sample","P96",52819,FALSE,6,"6 10",10,6,10,28
"GBP23061005M_ITS_P96","Species richness",34,34,0.598241684891763,34,35.1725321564384,1,23,"p06","s10","05M","#FDE725FF","#DD513AFF","sample","P96",2532,FALSE,6,"6 10",10,6,10,28
"GBP23061005M_ITS_P96","Shannon diversity",12.8570753447709,12.9441669492258,0.325668346794492,12.3058687186039,13.5824651798477,0.993271748981879,23,"p06","s10","05M","#FDE725FF","#DD513AFF","sample","P96",2532,FALSE,6,"6 10",10,6,10,28
"GBP23061005M_ITS_P96","Simpson diversity",7.889883378529,7.9118461897927,0.230759263709574,7.45956634382295,8.36412603576244,0.997224059879724,23,"p06","s10","05M","#FDE725FF","#DD513AFF","sample","P96",2532,FALSE,6,"6 10",10,6,10,28
"GBP23061201M_ITS_P48","Species richness",177,177,0.982323838788337,177,178.92531934518,1,23,"p06","s12","01M","#FDE725FF","#F8850FFF","sample","P48",188186,FALSE,6,"6 12",12,6,12,27
"GBP23061201M_ITS_P48","Shannon diversity",14.2747949885532,14.2820182164836,0.0705621788509387,14.1437188872651,14.4203175457021,0.999494243193019,23,"p06","s12","01M","#FDE725FF","#F8850FFF","sample","P48",188186,FALSE,6,"6 12",12,6,12,27
"GBP23061201M_ITS_P48","Simpson diversity",5.53620990632293,5.53635362466771,0.0231204549267039,5.49103836570519,5.58166888363023,0.999974040974526,23,"p06","s12","01M","#FDE725FF","#F8850FFF","sample","P48",188186,FALSE,6,"6 12",12,6,12,27
"GBP23061202M_ITS_P96","Simpson diversity",21.4392472755082,21.452909257658,0.259401261083124,20.9444921283908,21.9613263869252,0.999363164129127,23,"p06","s12","02M","#FDE725FF","#F8850FFF","sample","P96",32870,FALSE,6,"6 12",12,6,12,27
