"","Fecha","Periodo","Transecto","Hora","Sitio","Planta","Polinizador","capturado.","Codigo.captura","Código.confirmado.","Flor.marcada.","Observaciones","X"
"7349","18/07/2023","6","1","11:20","3","Thymus praecox ssp. polytrichus","Eristalis sp.","no","*=6301","","no","x9 visitas, indi distintos",""
"7350","18/07/2023","6","1","11:20","3","Thymus praecox ssp. polytrichus","Eristalis sp.","no","*=6301","","no","x9 visitas, indi distintos",""
"7351","18/07/2023","6","1","11:20","3","Thymus praecox ssp. polytrichus","Eristalis sp.","no","*=6301","","no","x9 visitas, indi distintos",""
"7352","18/07/2023","6","1","11:20","3","Thymus praecox ssp. polytrichus","Eristalis sp.","no","*=6301","","no","x9 visitas, indi distintos",""
"7353","18/07/2023","6","1","11:20","3","Thymus praecox ssp. polytrichus","Eristalis sp.","no","*=6301","","no","x9 visitas, indi distintos",""
"7354","18/07/2023","6","1","11:20","3","Thymus praecox ssp. polytrichus","Eristalis sp.","no","*=6301","","no","x9 visitas, indi distintos",""
"7355","18/07/2023","6","1","11:20","3","Thymus praecox ssp. polytrichus","Eristalis sp.","no","*=6301","","no","x9 visitas, indi distintos",""
"7356","18/07/2023","6","1","11:20","3","Thymus praecox ssp. polytrichus","Eristalis sp.","no","*=6301","","no","x9 visitas, indi distintos",""
"7357","18/07/2023","6","1","11:20","3","Thymus praecox ssp. polytrichus","Eristalis sp.","no","*=6301","","no","x9 visitas, indi distintos",""
"7358","18/07/2023","6","1","11:20","3","Trifolium pratense","Eristalis sp.","no","*=6301","","no","x4 visitas, indi distintos",""
"7359","18/07/2023","6","1","11:20","3","Trifolium pratense","Eristalis sp.","no","*=6301","","no","x4 visitas, indi distintos",""
"7360","18/07/2023","6","1","11:20","3","Trifolium pratense","Eristalis sp.","no","*=6301","","no","x4 visitas, indi distintos",""
"7361","18/07/2023","6","1","11:20","3","Trifolium pratense","Eristalis sp.","no","*=6301","","no","x4 visitas, indi distintos",""
"7362","18/07/2023","6","1","11:20","3","Plantago media","Eristalis sp.","no","*=6301","","no","",""
"7363","18/07/2023","6","1","11:20","3","Potentilla erecta","Sphaerophoria scripta","si","6305","si","no","x5 visitas",""
"7364","18/07/2023","6","1","11:20","3","Potentilla erecta","Sphaerophoria scripta","si","6305","","no","x5 visitas",""
"7365","18/07/2023","6","1","11:20","3","Potentilla erecta","Sphaerophoria scripta","si","6305","","no","x5 visitas",""
"7366","18/07/2023","6","1","11:20","3","Potentilla erecta","Sphaerophoria scripta","si","6305","","no","x5 visitas",""
"7367","18/07/2023","6","1","11:20","3","Potentilla erecta","Sphaerophoria scripta","si","6305","","no","x5 visitas",""
"7368","18/07/2023","6","1","11:20","3","Prunella grandiflora","Bombus sp.","si","6304","si","no","",""
"7369","18/07/2023","6","1","11:20","3","Trifolium pratense","Bombus cf. campestris","si","6303","si","no","",""
"7370","18/07/2023","6","1","11:20","3","Teucrium pyrenaicum","Eristalis sp.","no","*=6301","","no","x2 visitas",""
"7371","18/07/2023","6","1","11:20","3","Teucrium pyrenaicum","Eristalis sp.","no","*=6301","","no","x2 visitas",""
"7372","18/07/2023","6","1","11:20","3","Thymus praecox ssp. polytrichus","Eristalis sp.","no","*=6301","","no","",""
"7373","18/07/2023","6","1","11:20","3","Trifolium pratense","Eristalis sp.","no","*=6301","","no","x3 visitas",""
"7374","18/07/2023","6","1","11:20","3","Trifolium pratense","Eristalis sp.","no","*=6301","","no","x3 visitas",""
"7375","18/07/2023","6","1","11:20","3","Trifolium pratense","Eristalis sp.","no","*=6301","","no","x3 visitas",""
"7376","18/07/2023","6","1","11:20","3","Erica vagans","Tachina grossa","si","6306","si","no","",""
"7377","18/07/2023","6","1","11:20","3","Erica vagans","Diptera sp.","si","6307","si","no","",""
"7378","18/07/2023","6","1","11:20","3","Potentilla erecta","Sphaerophoria scripta","no","","","no","skinny with orange end",""
"7379","18/07/2023","6","1","11:20","3","Plantago media","Halictus sp.","si","6308","si","no","(smashed in lid, flat and broken now...)",""
"7380","18/07/2023","6","1","11:20","3","Thymus praecox ssp. polytrichus","Diptera sp.","no","","","no","M, negra, poco verde-ish",""
"7381","18/07/2023","6","1","11:20","3","Trifolium pratense","Pieris sp.","no","","","no","blanco con puntos negros",""
"7382","18/07/2023","6","1","11:20","3","Erica vagans","Andrena sp.","si","6310","si","no","",""
"7383","18/07/2023","6","1","11:20","3","Erica vagans","Diptera sp.","si","6309","si","no","x3 visitas",""
"7384","18/07/2023","6","1","11:20","3","Erica vagans","Diptera sp.","si","6309","","no","x3 visitas",""
"7385","18/07/2023","6","1","11:20","3","Erica vagans","Diptera sp.","si","6309","","no","x3 visitas",""
"7386","18/07/2023","6","2","13:35","3","Potentilla erecta","Lasioglossum sp.","si","6311","si","no","",""
"7387","18/07/2023","6","2","13:35","3","Potentilla erecta","Hymenoptera sp.","no","","","no","",""
"7388","18/07/2023","6","2","13:35","3","Ranunculus tuberosus","Diptera sp.","no","","","no","",""
"7389","","6","2","13:35","3","Potentilla erecta","Syrphidae sp.","no","","","","",""
"7390","18/07/2023","6","2","13:35","3","Potentilla erecta","Sphaerophoria scripta","no","*=6305","","no","",""
"7391","18/07/2023","6","2","13:35","3","Potentilla erecta","Sphaerophoria scripta","no","","","no","",""
"7392","18/07/2023","6","2","13:35","3","Erica vagans","Diptera sp.","si","6315","si","no","verde ojos https://www.inaturalist.org/observations/173599520",""
"7393","18/07/2023","6","2","13:35","3","Erica vagans","Eristalis sp.","no","*=6301","","no","x3 visitas, indi distintos",""
"7394","18/07/2023","6","2","13:35","3","Erica vagans","Eristalis sp.","no","*=6301","","no","x3 visitas, indi distintos",""
"7395","18/07/2023","6","2","13:35","3","Erica vagans","Eristalis sp.","no","*=6301","","no","x3 visitas, indi distintos",""
"7396","18/07/2023","6","2","13:35","3","Hypochaeris radicata","Syrphidae sp.","no","*=6303","","no","",""
"7397","18/07/2023","6","2","13:35","3","Erica vagans","Syrphidae sp.","si","6312","si","no","",""
"7398","18/07/2023","6","2","13:35","3","Lotus corniculatus","Bombus pascuorum","no","","","no","",""
"7399","18/07/2023","6","2","13:35","3","Trifolium pratense","Eucera sp.","si","6313","si","no","",""
"7400","18/07/2023","6","2","13:35","3","Potentilla erecta","Diptera sp.","no","","","no","x5 visitas, indi distintos",""
"7401","18/07/2023","6","2","13:35","3","Potentilla erecta","Diptera sp.","no","","","no","x5 visitas, indi distintos",""
"7402","18/07/2023","6","2","13:35","3","Potentilla erecta","Diptera sp.","no","","","no","x5 visitas, indi distintos",""
"7403","18/07/2023","6","2","13:35","3","Potentilla erecta","Diptera sp.","no","","","no","x5 visitas, indi distintos",""
"7404","18/07/2023","6","2","13:35","3","Potentilla erecta","Diptera sp.","no","","","no","x5 visitas, indi distintos",""
"7405","18/07/2023","6","2","13:35","3","Trifolium pratense","Bombus (Bombus) sp.","no","","","no","",""
"7406","18/07/2023","6","2","13:35","3","Daboecia cantabrica","Bombus pascuorum","no","","","no","",""
"7407","18/07/2023","6","2","13:35","3","Potentilla erecta","Syrphidae sp.","no","*=6303","","no","x3 visitas, indi distintos",""
"7408","18/07/2023","6","2","13:35","3","Potentilla erecta","Syrphidae sp.","no","*=6303","","no","x3 visitas, indi distintos",""
"7409","18/07/2023","6","2","13:35","3","Potentilla erecta","Syrphidae sp.","no","*=6303","","no","x3 visitas, indi distintos",""
"7410","18/07/2023","6","2","13:35","3","Potentilla erecta","Syrphidae sp.","no","","","no","negra",""
"7411","18/07/2023","6","2","13:35","3","Trifolium pratense","Eristalis sp.","no","*=6301","","no","",""
"7412","18/07/2023","6","2","13:35","3","Trifolium pratense","Bombus pascuorum","no","","","no","x2 visitas, mismo indi",""
"7413","18/07/2023","6","2","13:35","3","Trifolium pratense","Bombus pascuorum","no","","","no","x2 visitas, mismo indi",""
"7414","18/07/2023","6","2","13:35","3","Lotus corniculatus","Bombus pascuorum","no","","","no","^mismo indi",""
"7415","18/07/2023","6","3","15:15","3","Jacobaea sp.","Diptera sp.","no","","","no","xs",""
"7416","18/07/2023","6","3","15:15","3","Potentilla erecta","Diptera sp.","si","6314","si","no","x3 visitas, mismo indi",""
"7417","18/07/2023","6","3","15:15","3","Potentilla erecta","Diptera sp.","si","6314","","no","x3 visitas, mismo indi",""
"7418","18/07/2023","6","3","15:15","3","Potentilla erecta","Diptera sp.","si","6314","","no","x3 visitas, mismo indi",""
"7419","18/07/2023","6","3","15:15","3","Ranunculus tuberosus","Diptera sp.","no","*=6314","","no","",""
"7420","18/07/2023","6","3","15:15","3","Thymus praecox ssp. polytrichus","Musca sp.","no","","","no","",""
"7421","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","si","6401","si","no","x20 visitas, indi distintos",""
"7422","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7423","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7424","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7425","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7426","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7427","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7428","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7429","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7430","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7431","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7432","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7433","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7434","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7435","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7436","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7437","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7438","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7439","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7440","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7441","18/07/2023","6","1","11:35","4","Erica vagans","Diptera sp.","si","6402","si","no","mosca tipica",""
"7442","18/07/2023","6","1","11:35","4","Erica vagans","Diptera sp.","no","","","no","",""
"7443","18/07/2023","6","1","11:35","4","Betonica officinalis","Eristalis sp.","no","*=6401","","no","",""
"7444","18/07/2023","6","1","11:35","4","Erica vagans","Diptera sp.","si","6403","si","no","x5 visitas, indi distintos, negra y gris",""
"7445","18/07/2023","6","1","11:35","4","Erica vagans","Diptera sp.","no","*=6403","","no","x5 visitas, indi distintos, negra y gris",""
"7446","18/07/2023","6","1","11:35","4","Erica vagans","Diptera sp.","no","*=6403","","no","x5 visitas, indi distintos, negra y gris",""
"7447","18/07/2023","6","1","11:35","4","Erica vagans","Diptera sp.","no","*=6403","","no","x5 visitas, indi distintos, negra y gris",""
"7448","18/07/2023","6","1","11:35","4","Erica vagans","Diptera sp.","no","*=6403","","no","x5 visitas, indi distintos, negra y gris",""
"7449","18/07/2023","6","1","11:35","4","Erica vagans","Diptera sp.","si","6404","","no","x6 visitas, indi distintos, azul",""
"7450","18/07/2023","6","1","11:35","4","Erica vagans","Diptera sp.","no","*=6404","","no","x6 visitas, indi distintos, azul",""
"7451","18/07/2023","6","1","11:35","4","Erica vagans","Diptera sp.","no","*=6404","","no","x6 visitas, indi distintos, azul",""
"7452","18/07/2023","6","1","11:35","4","Erica vagans","Diptera sp.","no","*=6404","","no","x6 visitas, indi distintos, azul",""
"7453","18/07/2023","6","1","11:35","4","Erica vagans","Diptera sp.","no","*=6404","","no","x6 visitas, indi distintos, azul",""
"7454","18/07/2023","6","1","11:35","4","Erica vagans","Diptera sp.","no","*=6404","","no","x6 visitas, indi distintos, azul",""
"7455","18/07/2023","6","1","11:35","4","Erica vagans","Diptera sp.","si","6405","si","no","XL",""
"7456","18/07/2023","6","1","11:35","4","Thymus praecox ssp. polytrichus","Sphaerophoria scripta","si","6406","si","no","x2 visitas, indi distintos, tipo Syr.",""
"7457","18/07/2023","6","1","11:35","4","Thymus praecox ssp. polytrichus","Syrphidae sp.","no","*=6406","","no","x2 visitas, indi distintos, tipo Syr.",""
"7458","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x3 visitas, indi distintos",""
"7459","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x3 visitas, indi distintos",""
"7460","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x3 visitas, indi distintos",""
"7461","18/07/2023","6","1","11:35","4","Betonica officinalis","Sphaerophoria scripta","no","*=6406","","","",""
"7462","18/07/2023","6","1","11:35","4","Thymus praecox ssp. polytrichus","Eristalis sp.","no","*=6401","","no","x4 visitas, mismo indo",""
"7463","18/07/2023","6","1","11:35","4","Thymus praecox ssp. polytrichus","Eristalis sp.","no","*=6401","","no","x4 visitas, mismo indo",""
"7464","18/07/2023","6","1","11:35","4","Thymus praecox ssp. polytrichus","Eristalis sp.","no","*=6401","","no","x4 visitas, mismo indo",""
"7465","18/07/2023","6","1","11:35","4","Thymus praecox ssp. polytrichus","Eristalis sp.","no","*=6401","","no","x4 visitas, mismo indo",""
"7466","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","si","6407","si","no","x15 visitas, indi distintos, pequeña?",""
"7467","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6407","","no","x15 visitas, indi distintos, pequeña?",""
"7468","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6407","","no","x15 visitas, indi distintos, pequeña?",""
"7469","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6407","","no","x15 visitas, indi distintos, pequeña?",""
"7470","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6407","","no","x15 visitas, indi distintos, pequeña?",""
"7471","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6407","","no","x15 visitas, indi distintos, pequeña?",""
"7472","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6407","","no","x15 visitas, indi distintos, pequeña?",""
"7473","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6407","","no","x15 visitas, indi distintos, pequeña?",""
"7474","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6407","","no","x15 visitas, indi distintos, pequeña?",""
"7475","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6407","","no","x15 visitas, indi distintos, pequeña?",""
"7476","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6407","","no","x15 visitas, indi distintos, pequeña?",""
"7477","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6407","","no","x15 visitas, indi distintos, pequeña?",""
"7478","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6407","","no","x15 visitas, indi distintos, pequeña?",""
"7479","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6407","","no","x15 visitas, indi distintos, pequeña?",""
"7480","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6407","","no","x15 visitas, indi distintos, pequeña?",""
"7481","18/07/2023","6","1","11:35","4","Rubus ulmifolius","Eristalis sp.","no","*=6401","","no","x2 visitas, mismo indi",""
"7482","18/07/2023","6","1","11:35","4","Rubus ulmifolius","Eristalis sp.","no","*=6401","","no","x2 visitas, mismo indi",""
"7483","18/07/2023","6","1","11:35","4","Rubus ulmifolius","Eristalis sp.","no","*=6401","","no","x3 visitas, indi distintos",""
"7484","18/07/2023","6","1","11:35","4","Rubus ulmifolius","Eristalis sp.","no","*=6401","","no","x3 visitas, indi distintos",""
"7485","18/07/2023","6","1","11:35","4","Rubus ulmifolius","Eristalis sp.","no","*=6401","","no","x3 visitas, indi distintos",""
"7486","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7487","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7488","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7489","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7490","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7491","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7492","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7493","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7494","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7495","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7496","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7497","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7498","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7499","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7500","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7501","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7502","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7503","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7504","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7505","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7506","18/07/2023","6","1","11:35","4","Origanum vulgare","Eristalis sp.","no","*=6401","","no","x5 visitas, mismo indi",""
"7507","18/07/2023","6","1","11:35","4","Origanum vulgare","Eristalis sp.","no","*=6401","","no","x5 visitas, mismo indi",""
"7508","18/07/2023","6","1","11:35","4","Origanum vulgare","Eristalis sp.","no","*=6401","","no","x5 visitas, mismo indi",""
"7509","18/07/2023","6","1","11:35","4","Origanum vulgare","Eristalis sp.","no","*=6401","","no","x5 visitas, mismo indi",""
"7510","18/07/2023","6","1","11:35","4","Origanum vulgare","Eristalis sp.","no","*=6401","","no","x5 visitas, mismo indi",""
"7511","18/07/2023","6","1","11:35","4","Origanum vulgare","Eristalis sp.","no","*=6401","","no","x4 visitas, indi distintos",""
"7512","18/07/2023","6","1","11:35","4","Origanum vulgare","Eristalis sp.","no","*=6401","","no","x4 visitas, indi distintos",""
"7513","18/07/2023","6","1","11:35","4","Origanum vulgare","Eristalis sp.","no","*=6401","","no","x4 visitas, indi distintos",""
"7514","18/07/2023","6","1","11:35","4","Origanum vulgare","Eristalis sp.","no","*=6401","","no","x4 visitas, indi distintos",""
"7515","18/07/2023","6","1","11:35","4","Erica vagans","Syrphidae sp.","no","*=6406","","no","x4 visitas, mismo indo",""
"7516","18/07/2023","6","1","11:35","4","Erica vagans","Syrphidae sp.","no","*=6406","","no","x4 visitas, mismo indo",""
"7517","18/07/2023","6","1","11:35","4","Erica vagans","Sphaerophoria scripta","no","*=6406","","no","x4 visitas, mismo indo",""
"7518","18/07/2023","6","1","11:35","4","Erica vagans","Sphaerophoria scripta","no","*=6406","","no","x4 visitas, mismo indo",""
"7519","18/07/2023","6","1","11:35","4","Rubus ulmifolius","Diptera sp.","no","*=6403","","no","x2 visitas, mismo indi",""
"7520","18/07/2023","6","1","11:35","4","Rubus ulmifolius","Diptera sp.","no","*=6403","","no","x2 visitas, mismo indi",""
"7521","18/07/2023","6","1","11:35","4","Rubus ulmifolius","Oedemera sp.","no","","","no","verde patas gordas",""
"7522","18/07/2023","6","1","11:35","4","Origanum vulgare","Sphaerophoria scripta","no","*=6406","","no","",""
"7523","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7524","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7525","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7526","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7527","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7528","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7529","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7530","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7531","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7532","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7533","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7534","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7535","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7536","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7537","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7538","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7539","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7540","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7541","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7542","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7543","18/07/2023","6","1","11:35","4","Erica vagans","Coleoptera sp.","no","","","no","""verok gratas lurluya "" sp?",""
"7544","18/07/2023","6","1","11:35","4","Erica vagans","Syrphidae sp.","no","","","no","alargado fino a la ""naranja""",""
"7545","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x2 vistias, indi distintos",""
"7546","18/07/2023","6","1","11:35","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x2 vistias, indi distintos",""
"7547","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6407","","no","x5 visitas, indi distintos",""
"7548","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6407","","no","x5 visitas, indi distintos",""
"7549","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6407","","no","x5 visitas, indi distintos",""
"7550","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6407","","no","x5 visitas, indi distintos",""
"7551","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6407","","no","x5 visitas, indi distintos",""
"7552","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7553","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7554","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7555","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7556","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7557","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7558","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7559","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7560","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7561","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7562","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7563","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7564","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7565","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7566","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7567","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7568","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7569","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7570","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7571","18/07/2023","6","2","13:20","4","Erica vagans","Eristalis sp.","no","*=6401","","no","x20 visitas, indi distintos",""
"7572","18/07/2023","6","2","13:20","4","Erica vagans","Diptera sp.","no","6404","si","no","x2 vistias, indi distintos, azul",""
"7573","18/07/2023","6","2","13:20","4","Erica vagans","Diptera sp.","no","*=6404","","no","x2 vistias, indi distintos, azul",""
